               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  10,            0.073522,            0.051227,           0.0057339,             0.32456,             0.75831,             0.48151,             0.14642,            0.056158,            0.042102,           0.0034082,           0.0014165,           0.0014165,            0.087216
                  11,            0.069793,             0.05003,           0.0051904,             0.35773,             0.84063,             0.47501,             0.22533,            0.066231,            0.044182,           0.0031047,           0.0015454,           0.0015454,            0.086045
                  12,            0.070892,            0.052222,           0.0049273,             0.46667,             0.78181,             0.73187,             0.31385,            0.057703,            0.042992,           0.0030716,            0.001674,            0.001674,            0.084874
                  13,            0.068405,            0.049548,           0.0046358,             0.40994,             0.83161,             0.66064,             0.24875,            0.050772,            0.041551,           0.0030457,           0.0018025,           0.0018025,            0.083702
                  14,            0.066023,            0.051124,           0.0042268,             0.46738,             0.80548,             0.65833,             0.24619,            0.053519,            0.040895,           0.0026058,           0.0019306,           0.0019306,            0.082531
                  15,            0.065965,            0.051847,           0.0043052,             0.50155,             0.74219,             0.66072,             0.30767,             0.04878,            0.039748,           0.0032141,           0.0020585,           0.0020585,            0.081359
                  16,            0.063144,            0.047033,           0.0040067,             0.52101,              0.7691,             0.67436,             0.28703,            0.047902,            0.039157,           0.0025609,           0.0021861,           0.0021861,            0.080186
                  17,            0.060685,            0.048363,            0.003899,             0.49035,             0.90426,             0.80404,              0.3685,            0.044403,            0.038966,           0.0027823,           0.0023134,           0.0023134,            0.079013
                  18,            0.060172,            0.046327,           0.0037491,             0.40361,             0.91874,             0.71302,             0.28729,            0.058412,            0.038893,           0.0023565,           0.0024404,           0.0024404,             0.07784
                  19,             0.05941,            0.049904,           0.0033405,             0.57747,             0.92568,             0.85613,              0.4019,            0.041805,            0.038372,           0.0023202,            0.002567,            0.002567,            0.076667
                  20,            0.057881,            0.048812,           0.0032921,             0.53988,             0.91962,             0.82769,             0.34803,              0.0503,            0.039125,           0.0022596,           0.0026933,           0.0026933,            0.075493
                  21,            0.056139,            0.044334,           0.0033308,             0.54887,             0.92174,             0.83925,             0.39669,            0.042422,            0.038394,           0.0022466,           0.0028191,           0.0028191,            0.074319
                  22,            0.055109,            0.045459,           0.0032218,             0.56684,             0.89027,             0.83771,             0.41733,            0.043652,            0.036529,           0.0023087,           0.0029446,           0.0029446,            0.073145
                  23,            0.053854,            0.044909,           0.0030787,             0.67041,             0.86177,             0.85411,             0.43555,            0.037827,            0.035587,           0.0022837,           0.0030696,           0.0030696,             0.07197
                  24,             0.05184,            0.044369,           0.0029854,             0.84285,             0.91637,             0.95528,             0.50643,            0.037064,            0.035973,            0.001984,           0.0031942,           0.0031942,            0.070794
                  25,            0.050791,            0.043361,           0.0028493,             0.66582,             0.94499,             0.87587,             0.44269,            0.037572,            0.036482,           0.0022692,           0.0033183,           0.0033183,            0.069618
                  26,            0.051645,            0.043888,            0.002938,              0.7048,             0.87335,             0.87914,             0.44804,             0.04042,            0.035636,            0.002218,            0.003442,            0.003442,            0.068442
                  27,            0.053202,            0.047305,           0.0026521,             0.62653,             0.95092,             0.84621,             0.47731,            0.042098,            0.035426,           0.0021189,           0.0035651,           0.0035651,            0.067265
                  28,            0.050179,            0.043335,            0.002749,             0.83708,             0.92612,             0.90844,             0.45192,            0.046549,            0.034801,           0.0021159,           0.0036878,           0.0036878,            0.066088
                  29,            0.049281,            0.043441,           0.0026551,             0.68068,             0.89325,             0.86771,             0.44007,            0.037112,            0.034751,           0.0019897,           0.0038099,           0.0038099,             0.06491
                  30,            0.047997,            0.043022,           0.0024988,             0.65894,              0.8976,             0.89709,             0.47603,            0.039702,            0.036958,           0.0020069,           0.0039315,           0.0039315,            0.063731
                  31,            0.048567,            0.042813,           0.0024991,             0.66207,             0.92996,             0.86319,             0.43418,            0.038727,            0.035497,           0.0019737,           0.0040525,           0.0040525,            0.062552
                  32,            0.047944,            0.043301,           0.0023249,             0.82309,             0.93837,             0.92741,             0.48887,            0.040651,            0.036264,           0.0020948,           0.0041729,           0.0041729,            0.061373
                  33,            0.048731,            0.041744,           0.0024014,             0.88298,             0.93771,             0.94654,             0.44749,            0.043601,            0.036172,           0.0019768,           0.0042927,           0.0042927,            0.060193
                  34,            0.049238,            0.041727,            0.002392,             0.90861,             0.94997,             0.94567,             0.55476,             0.03677,            0.033671,            0.001902,           0.0044119,           0.0044119,            0.059012
                  35,            0.045109,            0.041483,           0.0022903,             0.74607,             0.94191,             0.94689,             0.51773,            0.038922,            0.033983,           0.0019021,           0.0045304,           0.0045304,             0.05783
                  36,            0.047209,            0.043644,           0.0024034,             0.82012,             0.83372,             0.87657,             0.47066,            0.034587,            0.033349,           0.0020065,           0.0046483,           0.0046483,            0.056648
                  37,            0.044772,            0.041559,           0.0023485,             0.87161,             0.95443,             0.96494,              0.5554,            0.037242,            0.034353,            0.001927,           0.0047655,           0.0047655,            0.055466
                  38,            0.046677,            0.043554,           0.0021783,             0.80115,             0.93337,             0.92982,             0.50776,            0.038755,            0.036823,           0.0018635,           0.0048821,           0.0048821,            0.054282
                  39,            0.045823,            0.041584,           0.0021817,             0.88215,             0.93117,             0.93996,             0.57324,            0.035821,            0.033733,           0.0018913,           0.0049979,           0.0049979,            0.053098
                  40,            0.043307,            0.040746,           0.0021272,             0.91079,              0.9361,              0.9569,              0.5807,            0.034527,            0.033428,           0.0017967,            0.005113,            0.005113,            0.051913
                  41,            0.043022,            0.041771,           0.0020566,              0.8383,             0.96191,             0.95756,              0.5055,            0.036069,            0.033833,           0.0018619,           0.0052274,           0.0052274,            0.050727
                  42,            0.044251,             0.04041,           0.0020796,              0.8958,             0.94014,             0.96472,               0.618,            0.033587,            0.033191,            0.001868,            0.005341,            0.005341,            0.049541
                  43,            0.042047,            0.039841,           0.0020382,             0.79843,             0.94546,             0.96268,             0.53686,            0.035081,            0.033097,            0.001719,           0.0054539,           0.0054539,            0.048354
                  44,              0.0413,            0.041781,           0.0019157,             0.84163,             0.84754,             0.85776,             0.51983,            0.035001,            0.036203,           0.0020936,           0.0055659,           0.0055659,            0.047166
                  45,            0.040207,            0.039142,           0.0018935,             0.82096,             0.93515,             0.92476,             0.49811,            0.036185,            0.034505,           0.0016225,           0.0056772,           0.0056772,            0.045977
                  46,            0.042228,             0.04085,           0.0020774,             0.86693,             0.89813,             0.88504,             0.49902,            0.035021,            0.037125,           0.0015456,           0.0057876,           0.0057876,            0.044788
                  47,            0.041865,            0.039285,           0.0018645,             0.88694,              0.9222,             0.95483,             0.62388,             0.03187,            0.033443,           0.0016214,           0.0058972,           0.0058972,            0.043597
                  48,            0.040753,            0.039026,            0.001803,             0.94337,             0.96846,             0.97904,              0.6067,            0.032354,            0.031996,           0.0015543,            0.006006,            0.006006,            0.042406
                  49,            0.039675,            0.040414,           0.0017837,               0.963,             0.95033,             0.97136,             0.55976,            0.032412,            0.032393,           0.0017305,           0.0061139,           0.0061139,            0.041214
                  50,            0.041038,            0.038812,           0.0017641,             0.89252,             0.88868,             0.93615,             0.58993,            0.034857,            0.033683,           0.0015549,           0.0062209,           0.0062209,            0.040021
                  51,            0.039918,            0.038946,           0.0017988,             0.93905,             0.86634,             0.93382,             0.56166,            0.032341,            0.033864,           0.0015014,            0.006327,            0.006327,            0.038827
                  52,            0.039074,            0.039272,           0.0016809,              0.8744,             0.93019,             0.93806,             0.51054,            0.033144,            0.034251,           0.0016294,           0.0064322,           0.0064322,            0.037632
                  53,             0.04019,             0.03803,           0.0016573,             0.93316,             0.92724,             0.95754,             0.57427,            0.035152,            0.033667,           0.0016935,           0.0065365,           0.0065365,            0.036436
                  54,            0.039337,            0.039292,           0.0017245,             0.91009,             0.91672,             0.93553,             0.60054,            0.033537,            0.033341,           0.0014597,           0.0066398,           0.0066398,             0.03524
                  55,            0.039802,            0.040562,           0.0015962,             0.91817,             0.93862,             0.93771,             0.58139,            0.035455,            0.033026,           0.0014516,           0.0067422,           0.0067422,            0.034042
                  56,            0.036978,            0.039512,           0.0016667,             0.86606,             0.85849,             0.87015,             0.52537,            0.031957,            0.034535,           0.0015098,           0.0068436,           0.0068436,            0.032844
                  57,            0.039578,            0.040211,           0.0015362,             0.87985,             0.93654,             0.96106,             0.58849,             0.03232,            0.032607,           0.0014441,           0.0069441,           0.0069441,            0.031644
                  58,            0.037919,            0.039732,           0.0016232,             0.96167,             0.93382,             0.97774,             0.59953,            0.031092,            0.032674,           0.0014284,           0.0070435,           0.0070435,            0.030444
                  59,            0.037188,            0.038198,           0.0015181,             0.90723,             0.90786,             0.92033,             0.53725,            0.032053,            0.034727,           0.0013981,           0.0071419,           0.0071419,            0.029242
                  60,            0.036019,            0.037221,           0.0015383,             0.92249,             0.89745,             0.93754,              0.5184,            0.030027,            0.033627,            0.001508,           0.0072393,           0.0072393,            0.028039
                  61,            0.037683,            0.038332,           0.0016588,             0.90405,              0.9162,             0.94798,             0.60285,            0.030183,            0.034719,           0.0011582,           0.0073357,           0.0073357,            0.026836
                  62,            0.036237,            0.040038,           0.0015045,             0.95719,              0.8926,             0.94929,             0.54082,            0.030253,            0.034905,           0.0014046,            0.007431,            0.007431,            0.025631
                  63,            0.037186,            0.037525,           0.0015041,             0.96337,             0.92179,             0.94542,             0.61881,            0.029853,            0.031649,            0.001337,           0.0075253,           0.0075253,            0.024425
                  64,             0.03462,            0.035811,           0.0013598,             0.95553,             0.92368,             0.95711,             0.64315,            0.030223,            0.031936,            0.001193,           0.0076185,           0.0076185,            0.023218
                  65,            0.036916,            0.037903,           0.0014404,             0.93493,             0.95345,             0.96998,             0.64383,            0.029904,            0.031677,           0.0012803,           0.0077106,           0.0077106,            0.022011
                  66,            0.036285,            0.037738,           0.0013385,             0.95715,             0.96774,             0.97605,             0.65102,            0.030781,            0.031944,           0.0012809,           0.0078016,           0.0078016,            0.020802
                  67,             0.03444,            0.036693,            0.001382,             0.92563,             0.93238,             0.96684,             0.63077,            0.028757,             0.03337,           0.0011625,           0.0078914,           0.0078914,            0.019591
                  68,            0.034773,            0.036685,           0.0012542,              0.9383,             0.94527,             0.96693,             0.63365,            0.029687,            0.032153,            0.001296,           0.0079802,           0.0079802,             0.01838
                  69,            0.034597,             0.03652,           0.0013308,             0.92382,             0.93613,             0.94866,             0.60489,            0.029119,            0.032511,           0.0012559,           0.0080678,           0.0080678,            0.017168
                  70,            0.034832,            0.036026,            0.001232,             0.97691,             0.89104,              0.9468,             0.60972,            0.034005,            0.034653,           0.0014686,           0.0081543,           0.0081543,            0.015954
                  71,            0.033867,            0.037184,           0.0012857,             0.97812,              0.9292,             0.96775,             0.61964,            0.029499,            0.032307,           0.0010309,           0.0082396,           0.0082396,             0.01474
                  72,            0.033852,            0.034788,           0.0012336,             0.96632,             0.96489,             0.97435,             0.59766,            0.029924,             0.03216,           0.0012698,           0.0083238,           0.0083238,            0.013524
                  73,            0.034626,            0.037086,            0.001226,             0.95919,             0.87298,             0.90554,             0.56758,            0.029387,            0.032597,           0.0010429,           0.0084068,           0.0084068,            0.012307
                  74,            0.032957,            0.036534,           0.0012566,              0.9171,             0.87007,             0.90788,             0.55341,            0.030587,            0.033151,           0.0010897,           0.0084885,           0.0084885,            0.011089
                  75,            0.033377,            0.036929,           0.0011099,             0.95094,             0.96768,             0.97426,             0.60482,            0.029068,            0.032268,          0.00091097,           0.0085691,           0.0085691,           0.0098691
                  76,            0.034028,            0.038164,           0.0011726,             0.98359,              0.8832,             0.94671,             0.61323,            0.028507,            0.033286,           0.0010893,           0.0086485,           0.0086485,           0.0086485
                  77,            0.034404,            0.037793,           0.0010364,              0.9427,             0.92702,             0.94344,             0.58788,            0.028589,            0.033051,           0.0010113,           0.0086485,           0.0086485,           0.0086485
                  78,            0.032043,            0.035643,           0.0011895,               0.944,             0.91861,             0.96205,             0.63465,            0.028025,            0.031848,          0.00093933,           0.0086146,           0.0086146,           0.0086146
                  79,            0.033296,             0.03687,           0.0011663,             0.90695,             0.91017,             0.89916,             0.57142,            0.029015,            0.031089,           0.0011737,           0.0085805,           0.0085805,           0.0085805
                  80,            0.033175,            0.036886,           0.0010789,             0.92161,             0.92581,              0.9446,             0.62902,            0.027889,            0.032011,          0.00092091,           0.0085459,           0.0085459,           0.0085459
                  81,            0.033326,            0.036544,           0.0010454,             0.92614,             0.92519,             0.95897,              0.6089,            0.027581,             0.03097,          0.00091317,           0.0085111,           0.0085111,           0.0085111
                  82,            0.030806,            0.036865,           0.0010236,             0.91439,             0.90341,             0.93217,             0.56667,            0.028275,            0.032145,          0.00087246,           0.0084759,           0.0084759,           0.0084759
                  83,            0.031389,            0.036269,          0.00090116,             0.98338,             0.87079,             0.93292,             0.61956,            0.027789,            0.031784,          0.00089403,           0.0084404,           0.0084404,           0.0084404
                  84,            0.031794,             0.03604,            0.001061,             0.84236,              0.8945,             0.88668,             0.58454,            0.028388,            0.034746,           0.0010322,           0.0084046,           0.0084046,           0.0084046
                  85,            0.031717,            0.034891,           0.0010323,             0.97873,             0.90062,             0.94531,             0.58083,            0.030561,            0.033174,          0.00084934,           0.0083684,           0.0083684,           0.0083684
                  86,            0.031806,            0.036738,          0.00085383,             0.97484,             0.93832,             0.97542,             0.62583,            0.027114,            0.030653,          0.00084847,           0.0083319,           0.0083319,           0.0083319
                  87,            0.030762,            0.035412,          0.00099324,              0.8812,             0.92358,             0.93504,             0.61052,            0.027416,            0.034171,           0.0010443,           0.0082952,           0.0082952,           0.0082952
                  88,            0.031052,            0.036264,          0.00093292,             0.94661,             0.92173,              0.9788,             0.62684,            0.027247,            0.031938,          0.00080504,           0.0082581,           0.0082581,           0.0082581
                  89,            0.030634,              0.0356,           0.0008364,             0.91736,             0.92071,             0.94005,             0.60601,            0.027648,             0.03252,           0.0007499,           0.0082207,           0.0082207,           0.0082207
                  90,            0.030531,            0.034886,          0.00086822,             0.91823,             0.92621,             0.92953,             0.60888,            0.028017,             0.03176,          0.00087497,            0.008183,            0.008183,            0.008183
                  91,            0.030985,            0.034348,           0.0009477,             0.93417,             0.90585,             0.94096,             0.58933,            0.028633,            0.031993,          0.00080834,            0.008145,            0.008145,            0.008145
                  92,             0.03038,            0.036075,          0.00095259,             0.95915,             0.89421,              0.9707,             0.63069,            0.026628,            0.031273,          0.00091349,           0.0081068,           0.0081068,           0.0081068
                  93,            0.030094,             0.03433,          0.00087797,              0.9364,             0.96645,              0.9745,             0.65576,            0.026919,            0.032166,          0.00071723,           0.0080682,           0.0080682,           0.0080682
                  94,            0.030446,            0.033981,          0.00076279,             0.91643,             0.91333,             0.93676,             0.64356,            0.027378,            0.032568,           0.0009948,           0.0080294,           0.0080294,           0.0080294
                  95,            0.028864,            0.035164,          0.00086743,             0.93505,             0.91677,             0.93026,             0.61624,            0.028274,            0.032026,          0.00091359,           0.0079903,           0.0079903,           0.0079903
                  96,             0.02954,            0.033486,          0.00076267,             0.96358,             0.96007,             0.98156,              0.6626,            0.026724,            0.031599,           0.0008025,           0.0079509,           0.0079509,           0.0079509
                  97,            0.029424,            0.034103,          0.00078753,               0.946,             0.94834,             0.96413,             0.66981,             0.02694,            0.032755,          0.00071073,           0.0079112,           0.0079112,           0.0079112
                  98,            0.029605,            0.035044,           0.0007147,             0.96755,             0.93074,             0.96432,             0.63786,            0.027711,            0.031302,          0.00067406,           0.0078713,           0.0078713,           0.0078713
