               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  45,            0.040529,            0.038985,           0.0019366,              0.7973,             0.91752,             0.91602,             0.52096,            0.035637,            0.033632,           0.0016604,           0.0056772,           0.0056772,            0.045977
                  46,            0.042194,            0.040647,           0.0020802,             0.78497,              0.7931,             0.80238,              0.5164,            0.032546,             0.03861,            0.001731,           0.0057876,           0.0057876,            0.044788
                  47,             0.04245,            0.039326,           0.0018929,             0.91059,             0.90898,              0.9357,              0.6077,            0.030636,            0.031462,           0.0015748,           0.0058972,           0.0058972,            0.043597
                  48,            0.039067,            0.038647,           0.0018325,             0.93139,             0.97026,             0.98065,             0.59696,            0.031491,            0.032255,            0.001557,            0.006006,            0.006006,            0.042406
                  49,            0.040654,              0.0407,           0.0017044,             0.97202,             0.88789,             0.95532,             0.56811,            0.033882,            0.033579,           0.0016218,           0.0061139,           0.0061139,            0.041214
                  50,            0.039304,            0.038707,            0.001767,             0.88389,              0.9317,             0.93628,              0.5976,            0.031365,            0.031918,           0.0014952,           0.0062209,           0.0062209,            0.040021
                  51,            0.038685,            0.038678,           0.0016345,             0.92629,             0.93032,             0.94087,             0.59519,            0.031357,            0.032273,           0.0014545,            0.006327,            0.006327,            0.038827
                  52,            0.038332,            0.038785,           0.0016453,             0.77804,             0.91681,             0.89451,             0.42923,            0.032454,            0.032568,           0.0015317,           0.0064322,           0.0064322,            0.037632
                  53,             0.03971,             0.03818,           0.0018314,             0.93482,             0.92652,              0.9711,             0.61599,            0.031975,            0.033488,           0.0014929,           0.0065365,           0.0065365,            0.036436
                  54,            0.039307,             0.03932,           0.0016514,             0.96167,             0.91383,             0.96698,             0.62174,            0.031311,            0.033898,           0.0015921,           0.0066398,           0.0066398,             0.03524
                  55,            0.037977,            0.040454,           0.0016162,             0.89147,             0.87415,             0.91074,             0.57258,             0.03143,            0.033159,           0.0013612,           0.0067422,           0.0067422,            0.034042
                  56,            0.037262,            0.039725,           0.0016019,             0.98355,             0.91649,             0.96926,             0.55413,             0.03236,            0.032299,           0.0014322,           0.0068436,           0.0068436,            0.032844
                  57,            0.040506,            0.040413,           0.0015834,             0.85698,             0.76195,             0.79697,             0.44566,            0.033405,            0.051025,            0.003849,           0.0069441,           0.0069441,            0.031644
                  58,            0.039056,            0.040668,            0.001554,             0.94025,             0.95307,             0.97641,             0.62793,            0.032489,             0.03296,           0.0013636,           0.0070435,           0.0070435,            0.030444
                  59,             0.03666,            0.038265,           0.0014807,             0.95074,             0.94941,             0.97175,              0.6171,            0.031356,            0.031667,           0.0012744,           0.0071419,           0.0071419,            0.029242
                  60,            0.033941,            0.036413,           0.0014819,             0.96126,             0.95723,             0.97817,             0.64419,            0.029004,            0.032952,            0.001242,           0.0072393,           0.0072393,            0.028039
                  61,             0.03879,            0.038355,            0.001577,             0.96299,             0.87758,             0.91991,             0.55717,            0.033136,            0.034731,           0.0013325,           0.0073357,           0.0073357,            0.026836
                  62,            0.034865,            0.039133,           0.0014238,              0.9464,             0.96148,             0.97084,             0.65962,            0.029781,            0.031694,           0.0012483,            0.007431,            0.007431,            0.025631
                  63,            0.037492,            0.037362,           0.0016001,             0.92131,             0.88769,             0.92122,             0.58256,             0.03082,            0.035421,           0.0012807,           0.0075253,           0.0075253,            0.024425
                  64,            0.035452,            0.036109,           0.0013499,             0.94321,             0.90518,             0.90932,             0.57975,            0.031485,            0.031942,           0.0011621,           0.0076185,           0.0076185,            0.023218
                  65,             0.03703,            0.037907,            0.001417,             0.97983,             0.92084,             0.95866,             0.63082,            0.029567,             0.03079,           0.0012275,           0.0077106,           0.0077106,            0.022011
                  66,            0.036394,            0.037771,             0.00134,             0.97942,             0.93267,             0.96844,             0.59357,            0.031183,            0.032426,           0.0013092,           0.0078016,           0.0078016,            0.020802
                  67,            0.034539,              0.0367,           0.0013774,             0.93857,             0.97073,             0.98805,             0.63092,            0.028628,            0.030706,            0.001085,           0.0078914,           0.0078914,            0.019591
                  68,            0.034831,            0.036422,           0.0012204,             0.89808,              0.9569,             0.97145,             0.60629,            0.029504,            0.032665,           0.0012604,           0.0079802,           0.0079802,             0.01838
                  69,            0.034836,             0.03655,            0.001296,             0.91484,             0.90136,             0.95595,             0.60705,            0.030722,            0.034685,           0.0011087,           0.0080678,           0.0080678,            0.017168
                  70,            0.034713,            0.035863,           0.0012742,             0.96669,             0.93413,             0.96669,             0.62152,            0.032497,            0.032111,           0.0012238,           0.0081543,           0.0081543,            0.015954
                  71,            0.034633,            0.037323,            0.001285,             0.96541,             0.90837,             0.94687,             0.60768,            0.031127,            0.034269,           0.0010749,           0.0082396,           0.0082396,             0.01474
                  72,            0.034868,            0.035021,           0.0012825,             0.95625,             0.94471,             0.95019,             0.62129,            0.029514,            0.031862,           0.0012248,           0.0083238,           0.0083238,            0.013524
                  73,            0.034432,            0.037199,           0.0012505,              0.9499,             0.94853,             0.95574,             0.61891,             0.02869,            0.032342,           0.0011321,           0.0084068,           0.0084068,            0.012307
                  74,            0.032705,            0.036776,           0.0011729,             0.98366,             0.95807,             0.97853,             0.60558,            0.030836,            0.034015,           0.0010334,           0.0084885,           0.0084885,            0.011089
                  75,            0.033007,            0.036738,           0.0011715,             0.96234,             0.96511,             0.96527,             0.62668,            0.028882,            0.031413,           0.0010514,           0.0085691,           0.0085691,           0.0098691
                  76,            0.034641,            0.039039,           0.0011942,             0.93743,              0.9378,             0.96431,             0.59394,             0.03027,            0.034656,           0.0011939,           0.0086485,           0.0086485,           0.0086485
                  77,            0.034473,            0.038525,           0.0010604,             0.80804,             0.79325,             0.80723,             0.46716,             0.03273,            0.040045,           0.0010374,           0.0086485,           0.0086485,           0.0086485
                  78,            0.032683,             0.03691,           0.0011518,             0.80355,             0.86229,             0.85577,             0.55583,            0.029499,            0.035851,           0.0010648,           0.0086146,           0.0086146,           0.0086146
                  79,            0.033212,            0.037765,           0.0011702,             0.93594,             0.81402,             0.87901,             0.56793,            0.029276,            0.032335,           0.0010615,           0.0085805,           0.0085805,           0.0085805
                  80,            0.033676,            0.037553,           0.0010345,             0.89561,             0.89336,             0.89755,             0.60459,            0.028116,            0.033823,           0.0010093,           0.0085459,           0.0085459,           0.0085459
                  81,            0.033143,            0.036818,           0.0010801,             0.86021,             0.89818,             0.90629,             0.56466,            0.030389,            0.033237,          0.00089639,           0.0085111,           0.0085111,           0.0085111
                  82,            0.031523,            0.037969,           0.0010427,             0.94227,             0.82652,             0.88346,             0.57943,             0.02916,            0.032971,          0.00093084,           0.0084759,           0.0084759,           0.0084759
                  83,             0.03225,            0.037273,          0.00094129,             0.88763,             0.82634,             0.85836,              0.5402,            0.031801,            0.038182,           0.0010633,           0.0084404,           0.0084404,           0.0084404
                  84,            0.032153,            0.036739,           0.0010178,             0.92134,             0.87316,             0.90872,             0.55479,            0.030297,            0.033636,          0.00091139,           0.0084046,           0.0084046,           0.0084046
                  85,            0.031988,            0.035483,           0.0010365,             0.93091,             0.91885,             0.95826,             0.59442,            0.029552,            0.032277,           0.0009605,           0.0083684,           0.0083684,           0.0083684
                  86,            0.031959,            0.037327,          0.00089362,             0.93445,             0.95907,             0.97002,             0.62653,            0.028012,            0.032159,          0.00089953,           0.0083319,           0.0083319,           0.0083319
                  87,             0.03072,            0.035749,          0.00097017,             0.97046,             0.90388,             0.95089,             0.64446,            0.028443,            0.032455,          0.00083327,           0.0082952,           0.0082952,           0.0082952
                  88,            0.031187,            0.037022,          0.00087459,             0.98388,             0.86537,             0.93765,             0.60068,            0.029006,            0.033472,          0.00090237,           0.0082581,           0.0082581,           0.0082581
                  89,            0.031031,            0.036368,          0.00093744,             0.95704,             0.78143,             0.87943,             0.53601,            0.030455,            0.037668,          0.00086204,           0.0082207,           0.0082207,           0.0082207
                  90,            0.030753,            0.035741,          0.00084761,             0.94881,             0.89397,             0.91858,             0.57785,            0.029016,             0.03455,          0.00097511,            0.008183,            0.008183,            0.008183
                  91,            0.030955,            0.035201,          0.00093773,             0.95313,             0.88889,             0.92391,             0.57044,             0.03071,            0.033002,          0.00082736,            0.008145,            0.008145,            0.008145
                  92,            0.030371,            0.036714,          0.00090995,             0.91544,             0.95376,             0.96021,             0.61634,            0.027977,            0.032039,          0.00090608,           0.0081068,           0.0081068,           0.0081068
                  93,            0.031016,            0.034748,          0.00083839,             0.99089,             0.92465,             0.96027,             0.63161,            0.028034,            0.032753,          0.00070974,           0.0080682,           0.0080682,           0.0080682
                  94,            0.029993,            0.034104,          0.00074332,             0.95341,             0.91767,             0.96463,             0.65756,            0.026641,            0.030538,          0.00081702,           0.0080294,           0.0080294,           0.0080294
                  95,            0.028813,            0.035469,          0.00084154,             0.92274,             0.89502,             0.93834,             0.63872,            0.027119,            0.030768,           0.0006966,           0.0079903,           0.0079903,           0.0079903
                  96,            0.030288,            0.034089,          0.00076115,             0.97499,             0.91285,             0.96971,             0.66442,            0.027133,            0.030857,          0.00071378,           0.0079509,           0.0079509,           0.0079509
                  97,            0.029693,            0.034117,           0.0007834,             0.96103,             0.89696,             0.96721,              0.6516,            0.026876,             0.03189,          0.00075221,           0.0079112,           0.0079112,           0.0079112
                  98,            0.029707,            0.035191,          0.00078092,             0.97176,             0.93422,              0.9698,              0.6253,              0.0285,            0.031786,           0.0007602,           0.0078713,           0.0078713,           0.0078713
                  99,            0.029596,             0.03544,          0.00080442,              0.9454,             0.95073,             0.98208,             0.65257,            0.027079,             0.03156,          0.00074448,           0.0078311,           0.0078311,           0.0078311
                 100,            0.028578,            0.032778,          0.00082415,              0.9311,             0.92139,              0.9365,             0.63754,            0.026759,            0.032793,          0.00084338,           0.0077907,           0.0077907,           0.0077907
                 101,            0.028887,            0.034259,          0.00067148,             0.97388,             0.94682,             0.97217,             0.62891,            0.029487,            0.032655,          0.00070387,             0.00775,             0.00775,             0.00775
                 102,            0.028994,             0.03286,          0.00071753,             0.94592,             0.90221,             0.93599,             0.62188,            0.027001,            0.031963,          0.00087189,           0.0077091,           0.0077091,           0.0077091
                 103,            0.027694,            0.032002,          0.00081191,             0.96577,             0.94936,              0.9712,             0.66133,            0.026271,            0.031629,          0.00062903,           0.0076679,           0.0076679,           0.0076679
                 104,            0.029457,            0.034116,          0.00067996,             0.96786,             0.92161,             0.96562,             0.65195,            0.026539,            0.031672,          0.00077399,           0.0076265,           0.0076265,           0.0076265
                 105,            0.028981,            0.035002,          0.00072497,             0.92945,              0.9202,             0.95258,             0.66847,            0.026263,            0.031202,          0.00070104,           0.0075848,           0.0075848,           0.0075848
                 106,            0.027232,            0.032174,           0.0006467,             0.96238,             0.89657,             0.93185,             0.66252,            0.026475,            0.032083,          0.00057865,            0.007543,            0.007543,            0.007543
                 107,            0.027892,            0.033751,          0.00066476,             0.97391,             0.91213,             0.95987,             0.64693,            0.027594,            0.032724,          0.00068042,           0.0075009,           0.0075009,           0.0075009
                 108,            0.027546,            0.033242,          0.00063355,             0.92605,             0.95187,             0.97248,             0.63073,            0.029471,             0.03267,          0.00057641,           0.0074585,           0.0074585,           0.0074585
                 109,             0.02934,            0.033977,          0.00073137,             0.96683,             0.95941,             0.97156,             0.64847,            0.026715,            0.031665,          0.00070492,            0.007416,            0.007416,            0.007416
                 110,            0.027358,            0.032642,           0.0006476,              0.9599,             0.89534,              0.9607,             0.66254,            0.026198,            0.031524,          0.00059665,           0.0073733,           0.0073733,           0.0073733
                 111,            0.027599,            0.033077,          0.00060144,              0.9585,             0.90315,             0.93101,             0.62034,             0.02641,            0.031503,          0.00063499,           0.0073303,           0.0073303,           0.0073303
                 112,            0.028664,            0.034453,          0.00063369,             0.96057,             0.90591,             0.92815,             0.64529,            0.028285,            0.030949,          0.00060636,           0.0072872,           0.0072872,           0.0072872
                 113,            0.027748,            0.032928,          0.00058659,             0.96903,             0.90926,             0.93959,             0.64569,            0.026094,            0.031681,          0.00060883,           0.0072438,           0.0072438,           0.0072438
                 114,            0.028239,            0.032534,          0.00067467,              0.9574,             0.91733,             0.93115,             0.63666,            0.026067,            0.032161,          0.00073743,           0.0072003,           0.0072003,           0.0072003
                 115,            0.027296,            0.031412,          0.00059531,             0.98062,             0.94734,             0.98492,             0.65365,            0.027119,            0.032139,          0.00054051,           0.0071566,           0.0071566,           0.0071566
                 116,            0.027594,             0.03188,          0.00053278,             0.94843,             0.89316,             0.95215,             0.65303,            0.026787,             0.03087,          0.00057683,           0.0071127,           0.0071127,           0.0071127
                 117,            0.027962,            0.034271,          0.00067331,             0.94034,             0.88936,             0.91661,             0.64196,            0.026799,            0.031102,          0.00058061,           0.0070686,           0.0070686,           0.0070686
                 118,            0.027007,              0.0319,          0.00058397,             0.94593,             0.90009,             0.92713,              0.6363,            0.027034,             0.03126,          0.00054489,           0.0070243,           0.0070243,           0.0070243
                 119,            0.027268,            0.032629,          0.00056374,             0.94802,             0.90602,             0.93575,             0.63934,            0.026569,            0.031624,          0.00057537,           0.0069799,           0.0069799,           0.0069799
                 120,            0.026488,            0.030938,          0.00057594,             0.92753,             0.85261,              0.9013,             0.64237,            0.025846,            0.031499,           0.0005285,           0.0069353,           0.0069353,           0.0069353
                 121,            0.026358,            0.031792,          0.00053927,             0.96411,             0.90852,             0.95165,             0.64771,            0.025834,            0.031105,          0.00053437,           0.0068906,           0.0068906,           0.0068906
                 122,            0.026298,             0.03242,          0.00057443,             0.90768,              0.9079,             0.90128,             0.61792,            0.026222,            0.031541,          0.00049813,           0.0068457,           0.0068457,           0.0068457
                 123,             0.02724,            0.032476,          0.00045436,             0.94419,             0.86088,             0.89277,             0.59667,            0.028196,            0.032805,          0.00049074,           0.0068006,           0.0068006,           0.0068006
                 124,            0.027634,            0.032904,          0.00056273,             0.91342,             0.94224,             0.95778,             0.63248,            0.027112,            0.031967,           0.0005804,           0.0067555,           0.0067555,           0.0067555
                 125,            0.027745,            0.034167,          0.00061323,             0.91856,             0.93526,              0.9494,             0.60492,            0.029378,            0.033313,          0.00060336,           0.0067101,           0.0067101,           0.0067101
                 126,            0.027076,            0.031755,          0.00055085,             0.93065,             0.95284,             0.96331,             0.64003,            0.027976,            0.032637,          0.00058627,           0.0066647,           0.0066647,           0.0066647
                 127,            0.026337,            0.031617,          0.00050263,              0.9903,             0.93513,             0.98068,             0.67054,             0.02592,             0.03107,          0.00050697,           0.0066191,           0.0066191,           0.0066191
                 128,            0.027301,            0.031077,          0.00051261,             0.97062,               0.923,             0.95836,             0.63706,            0.025871,            0.030803,          0.00054678,           0.0065734,           0.0065734,           0.0065734
                 129,            0.025731,            0.032053,          0.00051933,             0.95077,             0.91825,               0.959,             0.66095,            0.025494,             0.03074,          0.00048121,           0.0065276,           0.0065276,           0.0065276
                 130,            0.026553,            0.031157,          0.00049305,             0.94282,             0.93428,             0.96213,             0.66607,             0.02657,            0.033969,          0.00054014,           0.0064816,           0.0064816,           0.0064816
                 131,            0.025722,            0.031547,          0.00054672,             0.96608,             0.92875,             0.95458,             0.66513,            0.026508,            0.031643,          0.00050963,           0.0064356,           0.0064356,           0.0064356
                 132,            0.027097,             0.03361,          0.00045997,             0.97994,             0.91151,             0.96281,             0.66558,            0.027033,            0.031683,          0.00048552,           0.0063895,           0.0063895,           0.0063895
                 133,            0.026448,            0.031305,          0.00046942,             0.97535,             0.91955,             0.93839,             0.66029,            0.025871,            0.030799,          0.00049271,           0.0063432,           0.0063432,           0.0063432
                 134,            0.026137,            0.032508,          0.00050039,             0.92668,             0.94852,             0.95476,             0.66295,            0.026593,            0.031889,          0.00055516,           0.0062969,           0.0062969,           0.0062969
                 135,            0.025986,             0.03205,           0.0005138,             0.94261,             0.88875,             0.90495,             0.61615,             0.02813,            0.032693,          0.00051781,           0.0062505,           0.0062505,           0.0062505
                 136,            0.026356,            0.030922,          0.00048643,             0.92392,             0.86958,             0.90251,             0.63559,             0.02629,            0.032028,          0.00054024,            0.006204,            0.006204,            0.006204
                 137,            0.025372,            0.030405,          0.00049653,             0.94569,             0.95075,             0.97121,             0.66668,            0.026875,            0.031786,          0.00045783,           0.0061574,           0.0061574,           0.0061574
                 138,            0.025668,             0.03243,          0.00046427,             0.92887,             0.94847,             0.97511,             0.67168,             0.02555,            0.032195,          0.00047067,           0.0061107,           0.0061107,           0.0061107
                 139,            0.025069,            0.029929,          0.00045809,              0.9673,             0.94105,             0.98324,             0.68313,            0.025565,            0.030778,           0.0004476,            0.006064,            0.006064,            0.006064
                 140,            0.025275,            0.030915,          0.00045798,              0.9563,             0.94653,             0.97286,             0.67402,            0.025359,             0.03109,          0.00041296,           0.0060172,           0.0060172,           0.0060172
                 141,            0.025668,             0.03111,          0.00042917,             0.95862,             0.96281,             0.96768,             0.66909,            0.026032,            0.031487,          0.00043088,           0.0059704,           0.0059704,           0.0059704
                 142,             0.02539,            0.030043,          0.00043425,             0.94144,             0.94643,             0.95344,             0.63967,            0.026437,            0.032095,          0.00046812,           0.0059235,           0.0059235,           0.0059235
                 143,            0.025039,            0.031088,          0.00045515,             0.96593,             0.90203,             0.95278,             0.63729,               0.026,            0.031536,          0.00045964,           0.0058766,           0.0058766,           0.0058766
                 144,            0.025101,            0.030804,          0.00041062,             0.97728,             0.96521,             0.97397,             0.65491,            0.026296,            0.032045,          0.00052204,           0.0058296,           0.0058296,           0.0058296
                 145,            0.024321,            0.028968,          0.00041962,             0.92653,             0.92603,             0.93781,             0.65536,            0.025881,            0.031057,          0.00044758,           0.0057826,           0.0057826,           0.0057826
                 146,            0.024365,            0.030267,          0.00042234,              0.9316,             0.90524,             0.93841,             0.66488,             0.02551,            0.030447,          0.00037294,           0.0057355,           0.0057355,           0.0057355
                 147,            0.024247,            0.029326,          0.00037175,             0.96464,             0.90842,             0.95346,             0.66087,            0.025552,            0.031342,          0.00037632,           0.0056884,           0.0056884,           0.0056884
                 148,            0.024686,            0.030561,          0.00039266,             0.94602,             0.93299,             0.93968,              0.6565,            0.025683,             0.03131,          0.00040325,           0.0056413,           0.0056413,           0.0056413
                 149,            0.025308,            0.030919,          0.00042873,             0.94939,             0.96805,             0.97966,             0.66095,            0.026403,            0.031201,          0.00041856,           0.0055942,           0.0055942,           0.0055942
                 150,            0.024757,            0.030115,          0.00040677,             0.97003,             0.96804,             0.98595,             0.67505,            0.025864,            0.031061,          0.00042808,           0.0055471,           0.0055471,           0.0055471
                 151,            0.024996,            0.029647,          0.00042061,             0.95267,             0.96446,             0.98323,             0.68742,            0.025701,            0.031084,           0.0004409,              0.0055,              0.0055,              0.0055
                 152,            0.024887,            0.030684,          0.00037805,             0.97869,             0.95127,             0.98395,              0.6652,            0.025574,            0.031621,           0.0004023,           0.0054529,           0.0054529,           0.0054529
                 153,            0.025175,            0.030278,          0.00035459,             0.98464,             0.95426,             0.98116,             0.66773,            0.025918,            0.033246,          0.00044656,           0.0054058,           0.0054058,           0.0054058
                 154,            0.024366,            0.029329,          0.00037747,             0.97523,             0.93519,             0.97259,             0.67744,            0.025298,            0.031155,          0.00040057,           0.0053587,           0.0053587,           0.0053587
                 155,            0.024209,            0.030163,          0.00036966,             0.96355,             0.95935,             0.97301,              0.6738,            0.026142,            0.032197,          0.00038187,           0.0053116,           0.0053116,           0.0053116
                 156,             0.02425,            0.028709,          0.00037647,             0.96126,             0.95473,             0.97155,             0.68718,            0.025695,            0.031606,          0.00044122,           0.0052645,           0.0052645,           0.0052645
                 157,            0.024702,             0.02936,          0.00038253,             0.94826,             0.91378,             0.94145,              0.6638,            0.025814,            0.031326,          0.00041132,           0.0052174,           0.0052174,           0.0052174
                 158,            0.025037,            0.029584,          0.00038056,             0.94685,             0.90305,             0.91169,             0.64282,            0.026786,             0.03273,          0.00042869,           0.0051704,           0.0051704,           0.0051704
