               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  13,            0.068866,            0.049471,           0.0045927,             0.30001,              0.4486,             0.32157,             0.13443,            0.067598,            0.057478,           0.0068934,           0.0018025,           0.0018025,            0.083702
                  14,            0.066595,            0.050727,            0.004335,             0.71785,              0.2948,             0.26301,             0.10688,            0.070954,            0.063317,            0.009082,           0.0019306,           0.0019306,            0.082531
                  15,            0.064506,            0.052174,           0.0040818,             0.80454,              0.1657,             0.18894,            0.098352,            0.081414,            0.072809,            0.013666,           0.0020585,           0.0020585,            0.081359
                  16,            0.062948,            0.048029,           0.0039917,            0.047795,             0.22105,             0.04915,            0.022664,             0.10333,             0.07064,            0.022555,           0.0021861,           0.0021861,            0.080186
                  17,            0.060996,            0.048638,           0.0038371,            0.060325,             0.10135,            0.037119,            0.016321,             0.10452,             0.07712,            0.024609,           0.0023134,           0.0023134,            0.079013
                  18,            0.059732,            0.047604,           0.0038817,           0.0034547,            0.054878,           0.0042565,           0.0010538,             0.10625,            0.076781,            0.025191,           0.0024404,           0.0024404,             0.07784
                  19,            0.061003,            0.050111,            0.003492,           0.0056701,            0.019164,           0.0041164,          0.00086987,             0.10584,            0.080161,            0.025487,            0.002567,            0.002567,            0.076667
                  20,            0.059293,            0.050457,           0.0034135,                0.03,           0.0013066,            0.016178,           0.0016178,             0.10451,            0.086269,            0.026104,           0.0026933,           0.0026933,            0.075493
                  21,            0.056497,            0.046914,           0.0036039,                0.25,           0.0013066,             0.12565,            0.029325,             0.10457,            0.089253,            0.026923,           0.0028191,           0.0028191,            0.074319
                  22,            0.055026,            0.048192,           0.0033801,                   0,                   0,                   0,                   0,             0.10365,            0.098475,            0.027218,           0.0029446,           0.0029446,            0.073145
                  23,            0.056853,            0.048897,           0.0033029,                   0,                   0,                   0,                   0,             0.10732,            0.094108,            0.028214,           0.0030696,           0.0030696,             0.07197
                  24,            0.053087,            0.049456,           0.0031727,                   0,                   0,                   0,                   0,             0.10505,             0.10146,            0.028027,           0.0031942,           0.0031942,            0.070794
                  25,            0.054769,            0.048887,           0.0031725,                   0,                   0,                   0,                   0,             0.10082,             0.11388,            0.028053,           0.0033183,           0.0033183,            0.069618
                  26,            0.055479,            0.049364,           0.0032808,                   0,                   0,                   0,                   0,            0.096198,              0.1152,            0.027988,            0.003442,            0.003442,            0.068442
                  27,            0.055982,             0.05411,           0.0029398,                   0,                   0,                   0,                   0,             0.09997,             0.11556,            0.029277,           0.0035651,           0.0035651,            0.067265
                  28,            0.056312,            0.051407,           0.0030233,                   0,                   0,                   0,                   0,             0.10016,             0.11495,            0.028052,           0.0036878,           0.0036878,            0.066088
                  29,            0.057454,            0.054386,           0.0036552,                   0,                   0,                   0,                   0,            0.095505,             0.11435,            0.029291,           0.0038099,           0.0038099,             0.06491
                  30,            0.058602,            0.055834,           0.0038717,                   0,                   0,                   0,                   0,            0.098206,             0.11905,            0.028773,           0.0039315,           0.0039315,            0.063731
                  31,            0.059424,            0.056954,           0.0041059,          0.00088828,            0.042247,          0.00053424,          0.00011206,            0.092964,             0.11202,            0.027622,           0.0040525,           0.0040525,            0.062552
                  32,            0.058943,            0.060758,           0.0044061,                   0,                   0,                   0,                   0,            0.092554,             0.11925,            0.026987,           0.0041729,           0.0041729,            0.061373
                  33,            0.059609,            0.059737,           0.0049092,                   0,                   0,                   0,                   0,            0.098372,             0.10276,            0.026895,           0.0042927,           0.0042927,            0.060193
                  34,            0.062305,            0.059726,            0.005316,                   0,                   0,                   0,                   0,            0.093733,             0.11632,            0.029974,           0.0044119,           0.0044119,            0.059012
                  35,            0.064359,            0.061177,           0.0063413,                   0,                   0,                   0,                   0,            0.098768,             0.11203,            0.028885,           0.0045304,           0.0045304,             0.05783
                  36,            0.064359,            0.066585,           0.0071015,             0.28103,           0.0034843,           0.0058719,           0.0010042,             0.09292,             0.10606,            0.030274,           0.0046483,           0.0046483,            0.056648
                  37,            0.066715,            0.062896,           0.0076167,                   0,                   0,                   0,                   0,            0.093541,             0.12525,            0.031887,           0.0047655,           0.0047655,            0.055466
                  38,            0.069351,            0.065011,           0.0081522,                   0,                   0,                   0,                   0,            0.094593,             0.12702,             0.03468,           0.0048821,           0.0048821,            0.054282
                  39,            0.067171,            0.062791,           0.0084784,                   0,                   0,                   0,                   0,              0.1026,             0.11186,            0.037793,           0.0049979,           0.0049979,            0.053098
                  40,            0.069342,            0.063544,           0.0091462,            0.050383,            0.075269,            0.027427,           0.0049487,             0.10025,             0.24651,            0.093173,            0.005113,            0.005113,            0.051913
                  41,            0.067595,            0.064543,           0.0093275,            0.085676,             0.09277,            0.074541,            0.022172,            0.087034,            0.093744,            0.026996,           0.0052274,           0.0052274,            0.050727
                  42,             0.07129,            0.063831,           0.0098544,             0.10771,            0.078833,            0.068363,            0.022369,            0.093233,              1.0054,            0.027307,            0.005341,            0.005341,            0.049541
                  43,            0.071765,            0.062102,           0.0095482,             0.11991,            0.081446,             0.07497,            0.023082,            0.091145,              0.3283,            0.033894,           0.0054539,           0.0054539,            0.048354
                  44,            0.071975,            0.066745,             0.01043,            0.096258,            0.094512,            0.066698,            0.014586,            0.086816,             0.11104,            0.024284,           0.0055659,           0.0055659,            0.047166
                  45,            0.072654,            0.063542,            0.011061,           0.0042401,             0.07622,           0.0024186,          0.00056338,             0.09735,              3.2093,            0.033684,           0.0056772,           0.0056772,            0.045977
                  46,            0.072805,            0.066016,            0.012168,           0.0019105,             0.06446,           0.0011645,          0.00028257,             0.10511,              5.7341,            0.029162,           0.0057876,           0.0057876,            0.044788
                  47,            0.072854,            0.063784,            0.012339,            0.024837,            0.015244,           0.0050023,           0.0011164,            0.099095,              1.8115,             0.02992,           0.0058972,           0.0058972,            0.043597
                  48,            0.072065,            0.064602,            0.012744,          0.00015658,           0.0074042,          8.0171e-05,          1.7758e-05,            0.086386,              0.8747,            0.044547,            0.006006,            0.006006,            0.042406
                  49,             0.07493,             0.06699,            0.013243,          5.2003e-05,           0.0021777,          2.3124e-05,          6.0629e-06,            0.099041,             0.71976,            0.028304,           0.0061139,           0.0061139,            0.041214
